source	target	weight	correlation
ASV_28	ASV_381	0.939794752891209	0.939794752891209
ASV_28	ASV_402	0.942218205237142	0.942218205237142
ASV_28	ASV_411	0.923466272628621	0.923466272628621
ASV_28	ASV_502	0.942439862542955	0.942439862542955
ASV_28	ASV_582	0.911426760621549	0.911426760621549
ASV_28	ASV_619	0.905236449965027	0.905236449965027
ASV_28	ASV_767	0.90721457466828	0.90721457466828
ASV_28	ASV_796	0.950519720609204	0.950519720609204
ASV_28	ASV_899	0.9113975147679	0.9113975147679
ASV_31	ASV_46	0.926754499731899	0.926754499731899
ASV_31	ASV_263	0.904865349992237	0.904865349992237
ASV_33	ASV_595	0.920201556646176	-0.920201556646176
ASV_35	ASV_156	0.981818181818182	0.981818181818182
ASV_35	ASV_322	0.961038961038961	0.961038961038961
ASV_35	ASV_441	0.921027094656237	0.921027094656237
ASV_35	ASV_458	0.968831168831169	0.968831168831169
ASV_35	ASV_540	0.928336833502715	0.928336833502715
ASV_35	ASV_580	0.925900253887222	0.925900253887222
ASV_35	ASV_641	0.956465439078974	0.956465439078974
ASV_39	ASV_73	0.932444838157082	0.932444838157082
ASV_39	ASV_100	0.911191675922399	0.911191675922399
ASV_39	ASV_114	0.934062417390538	0.934062417390538
ASV_39	ASV_125	0.904231752948874	-0.904231752948874
ASV_39	ASV_315	0.901973640324552	0.901973640324552
ASV_39	ASV_331	0.923108072793335	0.923108072793335
ASV_39	ASV_337	0.98470450745575	0.98470450745575
ASV_39	ASV_388	0.901268033993156	0.901268033993156
ASV_39	ASV_502	0.915925960869534	0.915925960869534
ASV_39	ASV_582	0.90946593411194	0.90946593411194
ASV_39	ASV_619	0.905559581220028	0.905559581220028
ASV_39	ASV_670	0.918922874855594	0.918922874855594
ASV_39	ASV_899	0.922824778192765	0.922824778192765
ASV_44	ASV_100	0.923271868595613	0.923271868595613
ASV_44	ASV_152	0.90946593411194	0.90946593411194
ASV_44	ASV_190	0.903674948111624	0.903674948111624
ASV_44	ASV_225	0.904474216404444	0.904474216404444
ASV_44	ASV_402	0.902562966870104	0.902562966870104
ASV_44	ASV_502	0.937834033530627	0.937834033530627
ASV_44	ASV_619	0.927141077435949	0.927141077435949
ASV_44	ASV_710	0.911081067853116	0.911081067853116
ASV_46	ASV_82	0.924201476476212	0.924201476476212
ASV_46	ASV_168	0.914270884061653	0.914270884061653
ASV_50	ASV_162	0.903875123882769	0.903875123882769
ASV_50	ASV_193	0.910401298062428	0.910401298062428
ASV_50	ASV_322	0.913717355809759	0.913717355809759
ASV_50	ASV_458	0.906407616963281	0.906407616963281
ASV_50	ASV_466	0.938285714285714	0.938285714285714
ASV_50	ASV_509	0.968	0.968
ASV_50	ASV_513	0.965714285714286	0.965714285714286
ASV_50	ASV_523	0.931549809786095	0.931549809786095
ASV_50	ASV_575	0.965123085138443	0.965123085138443
ASV_50	ASV_641	0.905777685571349	0.905777685571349
ASV_50	ASV_835	0.952	0.952
ASV_50	ASV_959	0.947428571428571	0.947428571428571
ASV_55	ASV_339	0.924119025664048	0.924119025664048
ASV_59	ASV_710	0.919651864922866	0.919651864922866
ASV_61	ASV_75	0.900452744749082	-0.900452744749082
ASV_62	ASV_93	0.914002366292494	0.914002366292494
ASV_62	ASV_100	0.935443866643763	0.935443866643763
ASV_62	ASV_138	0.975095785440613	0.975095785440613
ASV_62	ASV_152	0.930799160255264	0.930799160255264
ASV_62	ASV_162	0.938019982637638	0.938019982637638
ASV_62	ASV_221	0.917624521072797	0.917624521072797
ASV_62	ASV_250	0.903735632183908	0.903735632183908
ASV_62	ASV_381	0.992337164750958	0.992337164750958
ASV_62	ASV_407	0.936781609195402	0.936781609195402
ASV_62	ASV_411	0.980842911877395	0.980842911877395
ASV_62	ASV_514	0.906130268199234	0.906130268199234
ASV_62	ASV_767	0.951960831636499	0.951960831636499
ASV_62	ASV_796	0.920799136289966	0.920799136289966
ASV_70	ASV_103	0.929721312333343	0.929721312333343
ASV_72	ASV_73	0.914945074962917	-0.914945074962917
ASV_73	ASV_93	0.917886801665388	0.917886801665388
ASV_73	ASV_125	0.903543974066703	-0.903543974066703
ASV_73	ASV_295	0.935289389067524	0.935289389067524
ASV_73	ASV_337	0.914075927893444	0.914075927893444
ASV_77	ASV_114	0.911035506359854	0.911035506359854
ASV_77	ASV_520	0.913513513513514	0.913513513513514
ASV_77	ASV_606	0.97070762448237	0.97070762448237
ASV_80	ASV_121	0.906148227258876	0.906148227258876
ASV_80	ASV_262	0.936148797172082	0.936148797172082
ASV_80	ASV_306	0.951315924398992	0.951315924398992
ASV_80	ASV_873	0.924623094028232	0.924623094028232
ASV_82	ASV_263	0.922129838166228	0.922129838166228
ASV_88	ASV_239	0.923182554239258	0.923182554239258
ASV_93	ASV_100	0.942693110827956	0.942693110827956
ASV_93	ASV_138	0.924883346843595	0.924883346843595
ASV_93	ASV_143	0.904000483144719	0.904000483144719
ASV_93	ASV_152	0.940934355024173	0.940934355024173
ASV_93	ASV_155	0.933899331809039	0.933899331809039
ASV_93	ASV_381	0.912188869533977	0.912188869533977
ASV_93	ASV_411	0.924883346843595	0.924883346843595
ASV_99	ASV_649	0.917864004130043	0.917864004130043
ASV_100	ASV_114	0.928623064397688	0.928623064397688
ASV_100	ASV_138	0.926154453866765	0.926154453866765
ASV_100	ASV_152	0.956756756756757	0.956756756756757
ASV_100	ASV_162	0.900048390776451	0.900048390776451
ASV_100	ASV_305	0.962595861603688	0.962595861603688
ASV_100	ASV_376	0.928142116270014	0.928142116270014
ASV_100	ASV_381	0.918722923645166	0.918722923645166
ASV_100	ASV_388	0.954007989740259	0.954007989740259
ASV_100	ASV_411	0.939159631754563	0.939159631754563
ASV_100	ASV_502	0.91318627174244	0.91318627174244
ASV_100	ASV_514	0.905717745757368	0.905717745757368
ASV_101	ASV_243	0.906576345704188	0.906576345704188
ASV_108	ASV_472	0.902117768262872	0.902117768262872
ASV_111	ASV_565	0.939559835107263	0.939559835107263
ASV_111	ASV_616	0.910534022712095	0.910534022712095
ASV_112	ASV_276	0.909035071544867	-0.909035071544867
ASV_114	ASV_138	0.906748379258427	0.906748379258427
ASV_114	ASV_152	0.928623064397688	0.928623064397688
ASV_114	ASV_305	0.907047288774169	0.907047288774169
ASV_114	ASV_331	0.926236596143468	0.926236596143468
ASV_114	ASV_337	0.919703050425724	0.919703050425724
ASV_114	ASV_376	0.94117655734476	0.94117655734476
ASV_114	ASV_388	0.90308007126602	0.90308007126602
ASV_114	ASV_407	0.903121385741393	0.903121385741393
ASV_114	ASV_411	0.914002366292494	0.914002366292494
ASV_114	ASV_472	0.900283004424995	0.900283004424995
ASV_114	ASV_670	0.91009702744869	0.91009702744869
ASV_117	ASV_470	0.933209992733701	0.933209992733701
ASV_117	ASV_609	0.903339522218532	0.903339522218532
ASV_117	ASV_870	0.973127660489117	0.973127660489117
ASV_121	ASV_306	0.918094643164235	0.918094643164235
ASV_121	ASV_710	0.912220334701267	0.912220334701267
ASV_121	ASV_842	0.917304468405236	0.917304468405236
ASV_121	ASV_873	0.911711711711712	0.911711711711712
ASV_122	ASV_187	0.906516350376402	0.906516350376402
ASV_125	ASV_337	0.907785267354716	-0.907785267354716
ASV_127	ASV_300	0.914163090128755	0.914163090128755
ASV_129	ASV_405	0.922279154791479	0.922279154791479
ASV_134	ASV_205	0.90742480056901	0.90742480056901
ASV_134	ASV_320	0.911986312880347	0.911986312880347
ASV_138	ASV_152	0.964241046252459	0.964241046252459
ASV_138	ASV_155	0.917793982367466	0.917793982367466
ASV_138	ASV_162	0.936028432780658	0.936028432780658
ASV_138	ASV_186	0.909405636846947	0.909405636846947
ASV_138	ASV_221	0.906130268199234	0.906130268199234
ASV_138	ASV_381	0.978927203065134	0.978927203065134
ASV_138	ASV_407	0.954022988505747	0.954022988505747
ASV_138	ASV_411	0.977011494252874	0.977011494252874
ASV_138	ASV_442	0.902172085211996	0.902172085211996
ASV_138	ASV_513	0.902935066926099	0.902935066926099
ASV_138	ASV_514	0.925287356321839	0.925287356321839
ASV_138	ASV_710	0.903735632183908	0.903735632183908
ASV_138	ASV_767	0.924079133638777	0.924079133638777
ASV_138	ASV_959	0.900842517524184	0.900842517524184
ASV_141	ASV_268	0.92691544254953	0.92691544254953
ASV_141	ASV_318	0.901838581827094	0.901838581827094
ASV_142	ASV_295	0.952993246862594	0.952993246862594
ASV_142	ASV_306	0.910072124722114	0.910072124722114
ASV_143	ASV_155	0.902702702702703	0.902702702702703
ASV_143	ASV_270	0.901582642833082	0.901582642833082
ASV_143	ASV_320	0.911191675922399	0.911191675922399
ASV_143	ASV_524	0.902936158106589	0.902936158106589
ASV_152	ASV_305	0.943668414886761	0.943668414886761
ASV_152	ASV_376	0.909667249500658	0.909667249500658
ASV_152	ASV_381	0.940088573032263	0.940088573032263
ASV_152	ASV_407	0.921509747478265	0.921509747478265
ASV_152	ASV_411	0.940088573032263	0.940088573032263
ASV_152	ASV_791	0.906047197409479	0.906047197409479
ASV_155	ASV_221	0.910362452145867	0.910362452145867
ASV_155	ASV_407	0.945662220698462	0.945662220698462
ASV_155	ASV_411	0.925225512589065	0.925225512589065
ASV_155	ASV_504	0.928916063876832	0.928916063876832
ASV_155	ASV_514	0.923367630033665	0.923367630033665
ASV_156	ASV_322	0.984415584415584	0.984415584415584
ASV_156	ASV_398	0.916153935425252	0.916153935425252
ASV_156	ASV_458	0.992207792207792	0.992207792207792
ASV_156	ASV_540	0.935646572349193	0.935646572349193
ASV_156	ASV_580	0.930773413118208	0.930773413118208
ASV_156	ASV_641	0.969460893414286	0.969460893414286
ASV_157	ASV_173	0.933270762634723	0.933270762634723
ASV_161	ASV_190	0.906458220203782	0.906458220203782
ASV_161	ASV_337	0.909833604715632	0.909833604715632
ASV_162	ASV_215	0.901979825091422	0.901979825091422
ASV_162	ASV_250	0.912129834496897	0.912129834496897
ASV_162	ASV_381	0.930053783209718	0.930053783209718
ASV_162	ASV_388	0.915994969708925	0.915994969708925
ASV_162	ASV_407	0.936028432780658	0.936028432780658
ASV_162	ASV_411	0.955943931350459	0.955943931350459
ASV_162	ASV_466	0.908225906669208	0.908225906669208
ASV_162	ASV_509	0.908225906669208	0.908225906669208
ASV_162	ASV_513	0.923453646421746	0.923453646421746
ASV_162	ASV_710	0.908146734782936	0.908146734782936
ASV_162	ASV_740	0.916112934210857	0.916112934210857
ASV_162	ASV_755	0.903050300605187	0.903050300605187
ASV_162	ASV_767	0.979296066252588	0.979296066252588
ASV_162	ASV_835	0.919102863635306	0.919102863635306
ASV_162	ASV_959	0.923453646421746	0.923453646421746
ASV_169	ASV_205	0.91839229674552	0.91839229674552
ASV_173	ASV_524	0.901074959032914	0.901074959032914
ASV_173	ASV_572	0.908633572851912	0.908633572851912
ASV_184	ASV_250	0.919978343906369	0.919978343906369
ASV_184	ASV_842	0.911517723074855	0.911517723074855
ASV_186	ASV_213	0.944857471918478	0.944857471918478
ASV_186	ASV_710	0.912580619120228	0.912580619120228
ASV_186	ASV_796	0.913486484741313	0.913486484741313
ASV_186	ASV_806	0.927646964643851	0.927646964643851
ASV_189	ASV_464	0.932029954743232	0.932029954743232
ASV_190	ASV_213	0.943503332817509	0.943503332817509
ASV_190	ASV_317	0.909575810645935	0.909575810645935
ASV_190	ASV_402	0.910938385696009	0.910938385696009
ASV_190	ASV_619	0.90694634360881	0.90694634360881
ASV_190	ASV_796	0.928875214944691	0.928875214944691
ASV_193	ASV_466	0.943032168960723	0.943032168960723
ASV_193	ASV_509	0.936505994781064	0.936505994781064
ASV_193	ASV_513	0.929979820601405	0.929979820601405
ASV_193	ASV_523	0.970481745877761	0.970481745877761
ASV_193	ASV_575	0.932688329116842	0.932688329116842
ASV_193	ASV_710	0.906155184925956	0.906155184925956
ASV_193	ASV_835	0.943032168960723	0.943032168960723
ASV_193	ASV_842	0.935480792389208	0.935480792389208
ASV_193	ASV_917	0.9642673483588	0.9642673483588
ASV_193	ASV_959	0.934330603387844	0.934330603387844
ASV_196	ASV_206	0.932657042810664	0.932657042810664
ASV_196	ASV_945	0.90990990990991	0.90990990990991
ASV_196	ASV_1094	0.928941277699864	0.928941277699864
ASV_200	ASV_535	0.950580936078015	0.950580936078015
ASV_206	ASV_292	0.912272710768186	0.912272710768186
ASV_206	ASV_565	0.912188869533977	0.912188869533977
ASV_206	ASV_648	0.904788804479668	0.904788804479668
ASV_206	ASV_945	0.914078217256666	0.914078217256666
ASV_206	ASV_1094	0.904214559386973	0.904214559386973
ASV_207	ASV_270	0.911826533361554	0.911826533361554
ASV_213	ASV_796	0.924607321842403	0.924607321842403
ASV_215	ASV_250	0.947520103253861	0.947520103253861
ASV_215	ASV_402	0.931531531531532	0.931531531531532
ASV_215	ASV_710	0.927083395144464	0.927083395144464
ASV_215	ASV_767	0.921294168241132	0.921294168241132
ASV_215	ASV_796	0.905645648249932	0.905645648249932
ASV_215	ASV_824	0.926113019280018	0.926113019280018
ASV_215	ASV_842	0.95076238214646	0.95076238214646
ASV_219	ASV_409	0.924079133638777	0.924079133638777
ASV_220	ASV_264	0.907973997003249	-0.907973997003249
ASV_220	ASV_295	0.915871201009166	0.915871201009166
ASV_220	ASV_401	0.906769104081414	0.906769104081414
ASV_220	ASV_402	0.913237258955825	0.913237258955825
ASV_221	ASV_381	0.9272030651341	0.9272030651341
ASV_221	ASV_407	0.961685823754789	0.961685823754789
ASV_221	ASV_411	0.936781609195402	0.936781609195402
ASV_221	ASV_514	0.919540229885057	0.919540229885057
ASV_223	ASV_534	0.914111549879133	0.914111549879133
ASV_229	ASV_683	0.904743057590649	0.904743057590649
ASV_243	ASV_268	0.919798651056586	0.919798651056586
ASV_243	ASV_285	0.909228120005447	0.909228120005447
ASV_243	ASV_362	0.918877512865779	0.918877512865779
ASV_250	ASV_381	0.905651340996169	0.905651340996169
ASV_250	ASV_402	0.941946455587662	0.941946455587662
ASV_250	ASV_619	0.914490242617801	0.914490242617801
ASV_250	ASV_710	0.92911877394636	0.92911877394636
ASV_250	ASV_767	0.943994632208578	0.943994632208578
ASV_250	ASV_796	0.948730353770956	0.948730353770956
ASV_250	ASV_842	0.957355165003151	0.957355165003151
ASV_250	ASV_873	0.930799160255264	0.930799160255264
ASV_250	ASV_899	0.903337922585876	0.903337922585876
ASV_257	ASV_401	0.913781599332933	0.913781599332933
ASV_257	ASV_402	0.912794262163637	0.912794262163637
ASV_262	ASV_306	0.958677685950413	0.958677685950413
ASV_263	ASV_413	0.925719278118295	0.925719278118295
ASV_264	ASV_401	0.906651736783663	-0.906651736783663
ASV_267	ASV_412	0.91315005163445	0.91315005163445
ASV_267	ASV_493	0.9113975147679	0.9113975147679
ASV_267	ASV_793	0.92053264604811	0.92053264604811
ASV_267	ASV_916	0.907099940773125	0.907099940773125
ASV_268	ASV_331	0.937751004016064	0.937751004016064
ASV_268	ASV_337	0.908818253570058	0.908818253570058
ASV_269	ASV_571	0.907517994752286	0.907517994752286
ASV_269	ASV_691	0.930769714852446	0.930769714852446
ASV_269	ASV_711	0.912325934489635	0.912325934489635
ASV_274	ASV_701	0.902804335114298	0.902804335114298
ASV_282	ASV_466	0.927804429208185	0.927804429208185
ASV_282	ASV_575	0.92289346918446	0.92289346918446
ASV_282	ASV_655	0.904596974962088	0.904596974962088
ASV_282	ASV_835	0.919102863635306	0.919102863635306
ASV_282	ASV_959	0.910401298062428	0.910401298062428
ASV_282	ASV_987	0.968944099378882	0.968944099378882
ASV_284	ASV_412	0.949892381338307	0.949892381338307
ASV_284	ASV_971	0.900928856527054	0.900928856527054
ASV_284	ASV_1007	0.900663486064349	0.900663486064349
ASV_292	ASV_545	0.933845108027549	0.933845108027549
ASV_295	ASV_306	0.932444838157082	0.932444838157082
ASV_300	ASV_566	0.928048165978608	0.928048165978608
ASV_302	ASV_537	0.915779127473812	0.915779127473812
ASV_302	ASV_921	0.904863612627753	0.904863612627753
ASV_305	ASV_388	0.91815820611118	0.91815820611118
ASV_306	ASV_494	0.919371738798217	0.919371738798217
ASV_315	ASV_472	0.909340978042519	0.909340978042519
ASV_320	ASV_405	0.910125000557179	0.910125000557179
ASV_322	ASV_398	0.933209992733701	0.933209992733701
ASV_322	ASV_458	0.997402597402597	0.997402597402597
ASV_322	ASV_540	0.921027094656237	0.921027094656237
ASV_322	ASV_580	0.925900253887222	0.925900253887222
ASV_322	ASV_641	0.978557711449004	0.978557711449004
ASV_324	ASV_409	0.913563244537703	0.913563244537703
ASV_324	ASV_459	0.940033278058254	0.940033278058254
ASV_324	ASV_571	0.901504898027435	0.901504898027435
ASV_327	ASV_343	0.901669013691213	0.901669013691213
ASV_327	ASV_762	0.911632471610122	0.911632471610122
ASV_331	ASV_337	0.918599257195924	0.918599257195924
ASV_333	ASV_528	0.923858213328373	0.923858213328373
ASV_333	ASV_571	0.904288708680563	0.904288708680563
ASV_333	ASV_639	0.909392508530694	0.909392508530694
ASV_333	ASV_793	0.912555488152443	0.912555488152443
ASV_337	ASV_670	0.941766997490402	0.941766997490402
ASV_343	ASV_762	0.927444889129396	0.927444889129396
ASV_344	ASV_502	0.907032044999101	0.907032044999101
ASV_348	ASV_398	0.903179032720107	0.903179032720107
ASV_348	ASV_529	0.930885891424845	0.930885891424845
ASV_348	ASV_540	0.933666088676904	0.933666088676904
ASV_348	ASV_558	0.923305608441417	0.923305608441417
ASV_348	ASV_569	0.910521292841217	0.910521292841217
ASV_348	ASV_580	0.936932558957989	0.936932558957989
ASV_348	ASV_814	0.966303914187452	0.966303914187452
ASV_349	ASV_665	0.923371647509579	0.923371647509579
ASV_362	ASV_701	0.930118063803801	0.930118063803801
ASV_369	ASV_594	0.909843442604499	0.909843442604499
ASV_376	ASV_514	0.932537650552281	0.932537650552281
ASV_376	ASV_535	0.900688209136974	0.900688209136974
ASV_381	ASV_407	0.932950191570881	0.932950191570881
ASV_381	ASV_411	0.967432950191571	0.967432950191571
ASV_381	ASV_466	0.902935066926099	0.902935066926099
ASV_381	ASV_513	0.905027616328013	0.905027616328013
ASV_381	ASV_767	0.953952381493479	0.953952381493479
ASV_381	ASV_796	0.912419771045669	0.912419771045669
ASV_381	ASV_835	0.909212715131842	0.909212715131842
ASV_381	ASV_959	0.913397813935671	0.913397813935671
ASV_388	ASV_444	0.917985717093752	0.917985717093752
ASV_388	ASV_619	0.91908845758647	0.91908845758647
ASV_388	ASV_670	0.919037779572075	0.919037779572075
ASV_388	ASV_767	0.910014589057942	0.910014589057942
ASV_388	ASV_899	0.91815820611118	0.91815820611118
ASV_388	ASV_911	0.900239911695388	0.900239911695388
ASV_397	ASV_861	0.92346367427173	0.92346367427173
ASV_397	fungi_ASV_203	0.977142857142857	0.977142857142857
ASV_398	ASV_417	0.981714285714286	0.981714285714286
ASV_398	ASV_442	0.934330603387844	0.934330603387844
ASV_398	ASV_458	0.928336833502715	0.928336833502715
ASV_398	ASV_470	0.901534457732296	0.901534457732296
ASV_398	ASV_490	0.924541342118355	0.924541342118355
ASV_398	ASV_540	0.972571428571429	0.972571428571429
ASV_398	ASV_558	0.95254446673024	0.95254446673024
ASV_398	ASV_580	0.974857142857143	0.974857142857143
ASV_398	ASV_605	0.936505994781064	0.936505994781064
ASV_398	ASV_641	0.927721155746698	0.927721155746698
ASV_398	ASV_714	0.942252869850802	0.942252869850802
ASV_398	ASV_831	0.942857142857143	0.942857142857143
ASV_402	ASV_444	0.931245265797413	0.931245265797413
ASV_402	ASV_582	0.92972972972973	0.92972972972973
ASV_402	ASV_619	0.922037047210274	0.922037047210274
ASV_402	ASV_710	0.915936099812066	0.915936099812066
ASV_402	ASV_740	0.928012336422164	0.928012336422164
ASV_402	ASV_767	0.915499865296219	0.915499865296219
ASV_402	ASV_796	0.903839774574459	0.903839774574459
ASV_402	ASV_842	0.944256676696778	0.944256676696778
ASV_402	ASV_899	0.938260572967639	0.938260572967639
ASV_403	ASV_648	0.905842693721364	0.905842693721364
ASV_403	ASV_1094	0.902172085211996	0.902172085211996
ASV_403	ASV_1268	0.946169772256729	0.946169772256729
ASV_407	ASV_411	0.975095785440613	0.975095785440613
ASV_407	ASV_514	0.948275862068966	0.948275862068966
ASV_407	ASV_767	0.902172085211996	0.902172085211996
ASV_407	ASV_806	0.91895867276341	0.91895867276341
ASV_408	ASV_435	0.994805194805195	0.994805194805195
ASV_408	ASV_558	0.916677901116027	0.916677901116027
ASV_408	ASV_831	0.908844196578774	0.908844196578774
ASV_409	ASV_719	0.900180535355016	0.900180535355016
ASV_409	ASV_1017	0.906568702630489	0.906568702630489
ASV_411	ASV_514	0.92911877394636	0.92911877394636
ASV_411	ASV_767	0.936028432780658	0.936028432780658
ASV_411	ASV_796	0.900316243470574	0.900316243470574
ASV_412	ASV_518	0.900060933101728	0.900060933101728
ASV_412	ASV_793	0.907741873652104	0.907741873652104
ASV_412	ASV_971	0.942385173247381	0.942385173247381
ASV_417	ASV_442	0.951733734533601	0.951733734533601
ASV_417	ASV_490	0.924541342118355	0.924541342118355
ASV_417	ASV_540	0.954285714285714	0.954285714285714
ASV_417	ASV_558	0.954831488259005	0.954831488259005
ASV_417	ASV_580	0.952	0.952
ASV_417	ASV_605	0.910401298062428	0.910401298062428
ASV_417	ASV_714	0.958262020552151	0.958262020552151
ASV_417	ASV_831	0.970285714285714	0.970285714285714
ASV_422	ASV_999	0.920096033924817	0.920096033924817
ASV_433	ASV_447	0.903056817502983	0.903056817502983
ASV_435	ASV_558	0.927648780251724	0.927648780251724
ASV_435	ASV_831	0.908844196578774	0.908844196578774
ASV_438	ASV_550	0.933335491586474	0.933335491586474
ASV_441	ASV_641	0.905777685571349	0.905777685571349
ASV_442	ASV_514	0.926070683495757	0.926070683495757
ASV_442	ASV_540	0.908225906669208	0.908225906669208
ASV_442	ASV_558	0.908745338171019	0.908745338171019
ASV_442	ASV_580	0.906050515275988	0.906050515275988
ASV_442	ASV_714	0.912010291481813	0.912010291481813
ASV_442	ASV_831	0.923453646421746	0.923453646421746
ASV_444	ASV_740	0.963105045874041	0.963105045874041
ASV_444	ASV_767	0.913563244537703	0.913563244537703
ASV_444	ASV_899	0.9172530453061	0.9172530453061
ASV_446	ASV_681	0.903971037347788	0.903971037347788
ASV_446	ASV_1095	0.931549809786095	0.931549809786095
ASV_458	ASV_540	0.928336833502715	0.928336833502715
ASV_458	ASV_580	0.930773413118208	0.930773413118208
ASV_458	ASV_641	0.970760438847817	0.970760438847817
ASV_459	ASV_571	0.903109600493347	0.903109600493347
ASV_459	ASV_719	0.900549842577895	0.900549842577895
ASV_466	ASV_509	0.979428571428571	0.979428571428571
ASV_466	ASV_513	0.965714285714286	0.965714285714286
ASV_466	ASV_523	0.923931995921022	0.923931995921022
ASV_466	ASV_575	0.982275746604173	0.982275746604173
ASV_466	ASV_767	0.943032168960723	0.943032168960723
ASV_466	ASV_835	0.981714285714286	0.981714285714286
ASV_466	ASV_959	0.977142857142857	0.977142857142857
ASV_466	fungi_ASV_178	0.906407616963281	0.906407616963281
ASV_469	ASV_605	0.906832298136646	0.906832298136646
ASV_470	ASV_610	0.911280776194266	0.911280776194266
ASV_490	ASV_558	0.90439206708996	0.90439206708996
ASV_490	ASV_580	0.902787428186159	0.902787428186159
ASV_490	ASV_630	0.914121384353877	0.914121384353877
ASV_490	ASV_831	0.902787428186159	0.902787428186159
ASV_493	ASV_550	0.92728209735012	0.92728209735012
ASV_493	ASV_793	0.935601697922045	0.935601697922045
ASV_493	ASV_916	0.920483834799405	0.920483834799405
ASV_494	ASV_582	0.903109600493347	0.903109600493347
ASV_502	ASV_582	0.925502849588677	0.925502849588677
ASV_502	ASV_619	0.951444435986577	0.951444435986577
ASV_502	ASV_899	0.905676526022375	0.905676526022375
ASV_504	ASV_572	0.906248707831303	0.906248707831303
ASV_509	ASV_513	0.988571428571429	0.988571428571429
ASV_509	ASV_523	0.931549809786095	0.931549809786095
ASV_509	ASV_575	0.970840638960353	0.970840638960353
ASV_509	ASV_767	0.923453646421746	0.923453646421746
ASV_509	ASV_835	0.974857142857143	0.974857142857143
ASV_509	ASV_959	0.984	0.984
ASV_509	fungi_ASV_178	0.92346367427173	0.92346367427173
ASV_510	ASV_565	0.918070529574987	0.918070529574987
ASV_510	ASV_735	0.939130672161464	0.939130672161464
ASV_510	ASV_863	0.916865041089766	0.916865041089766
ASV_510	ASV_900	0.92514163287955	0.92514163287955
ASV_510	fungi_ASV_229	0.902930921924268	0.902930921924268
ASV_513	ASV_523	0.911961145561621	0.911961145561621
ASV_513	ASV_575	0.944539891379566	0.944539891379566
ASV_513	ASV_767	0.927804429208185	0.927804429208185
ASV_513	ASV_835	0.986285714285714	0.986285714285714
ASV_513	ASV_959	0.995428571428571	0.995428571428571
ASV_518	ASV_793	0.906211198851545	0.906211198851545
ASV_518	ASV_1254	0.930522387605665	0.930522387605665
ASV_520	ASV_606	0.915727898304632	0.915727898304632
ASV_523	ASV_575	0.938615869784215	0.938615869784215
ASV_523	ASV_710	0.902639410850802	0.902639410850802
ASV_523	ASV_835	0.909784627314457	0.909784627314457
ASV_523	ASV_842	0.911046166100599	0.911046166100599
ASV_523	ASV_917	0.936787564766839	0.936787564766839
ASV_523	ASV_959	0.903255072572966	0.903255072572966
ASV_525	ASV_617	0.948705656759348	0.948705656759348
ASV_528	ASV_571	0.909079989014403	0.909079989014403
ASV_528	ASV_639	0.920359479184776	0.920359479184776
ASV_529	ASV_569	0.947471721405896	0.947471721405896
